Symbol,Description,Asset_Type
FNV,Franco Nev Corp,Stock
FNWB,First Nw Banc,Stock
FNX,Mid Cap Core Alphadex Fund FT,Stock
FNY,Mid Cap Growth Alphadex Fund FT,Stock
FOANC,Gabelli Nextshares Trust Gabelli Food of All Nat,Stock
FOE,Ferro Corp,Stock
FOF,Cohen & Steers Closed-End Opportunity Fund,Stock
FOGO,Fogo De Chao Cm ST,Stock
FOLD,Amicus Therapeutics,Stock
FOMX,Foamix Pharma Ord,Stock
FONE,Nasdaq Smartphone Index Fund FT,Stock
FONR,Fonar Corp,Stock
FOR,Forestar Group Inc,Stock
FORD,Forward Inds Inc,Stock
FORK,Fuling Global Ord Sh,Stock
FORM,Formfactor Inc,Stock
FORR,Forrester Resrch,Stock
FORTY,Formula Sys [1985],Stock
FOSL,Fossil Group,Stock
FOX,21st Centry Fox Class B,Stock
FOXA,21st Centry Fox Class A,Stock
FOXF,Fox Factory Cp,Stock
FPA,Asia Pacific Ex-Japan Alphadex Fund FT,Stock
FPAY,Flexshopper Inc,Stock
FPF,First Trust Intermediate Durat,Stock
FPH,Five Point Holdings Llc Class A,Stock
FPI,Farmland Partners Inc,Stock
FPI-B,Farmland Partners Inc,Stock
FPL,First Trust New Opportunities M,Stock
FPRX,Five Prime Thera,Stock
FPXI,International IPO Fund FT,Stock
FR,First Industrial Realty Trust,Stock
FRA,Blackrock Floating Rate Income Fund,Stock
FRAC,Keane Group Inc,Stock
FRAN,Francesca's Holdings,Stock
FRBA,First Bank,Stock
FRBK,Republic First Bcp,Stock
FRC,First Republic Bank,Stock
FRC-D,First Republic Bank San Francis,Stock
FRC-E,First Republic Bank,Stock
FRC-F,First Republic Bank,Stock
FRC-G,First Republic Bank,Stock
FRC-H,First Republic Bank [San Francisco Ca] Dep Shs R,Stock
FRED,Fred's Inc,Stock
FRGI,Fiesta Restaurant Gp,Stock
FRME,First Merchants Corp,Stock
FRO,Frontline Ltd,Stock
FRPH,Frp Holdings Inc,Stock
FRPT,Freshpet Inc CS,Stock
FRSH,Papa Murphys Hld Com,Stock
FRSX,Foresight Autonomous Holdings Ltd ADR,Stock
FRT,Federal Realty Investment Trust,Stock
FRTA,Forterra Inc,Stock
FRT-C,Federal Realty Investment Dep Shs Repstg 1/1000T,Stock
FSAC,Federal Street Acquisition Corp,Stock
FSACU,Federal Street Acquisition Corp Unit,Stock
FSACW,Federal Street Acquisition Corp Warrant,Stock
FSB,Franklin Financial Network Inc,Stock
FSBC,Fsb Community Bnksh,Stock
FSBW,FS Bancorp Inc,Stock
FSCT,Forescout Technologies Inc,Stock
FSD,High Income Long Short Fund,Stock
FSFG,First Savings Financ,Stock
FSIC,FS Investment Corp,Stock
FSLR,First Solar Inc,Stock
FSM,Fortuna Silver Mines,Stock
FSNN,Fusion Telecom Intl,Stock
FSS,Federal Signal Corp,Stock
FSTR,Foster L B Co,Stock
FSV,Firstsrvce Sub Vt Sh,Stock
FSZ,Switzerland Alphadex Fund FT,Stock
FT,Franklin Universal Trust,Stock
FTA,Largecap Value Alphadex Fund FT,Stock
FTAG,Indxx Global Agriculture ETF FT,Stock
FTAI,Fortress Transportation & Infra,Stock
FTC,Largecap Growth Alphadex Fund FT,Stock
FTCS,Capital Strength ETF FT,Stock
FTD,Ftd Companies,Stock
FTEK,Fuel Tech Inc,Stock
FTEO,Fronteo Inc,Stock
FTFT,Future Fintech Group Inc,Stock
FTGC,Global Tactical Commodity Strategy Fund FT,Stock
FTHI,High Income ETF FT,Stock
FTI,Technipfmc Plc,Stock
FTK,Flotek Industries,Stock
FTLB,Low Beta Income ETF FT,Stock
FTNT,Fortinet Inc,Stock
FTR,Frontier Commun Cp,Stock
FTRI,Indxx Global Natural Resources Income ETF FT,Stock
FTRPR,Frontier A Mn Cnv Pd,Stock
FTS,Fortis Inc,Stock
FTSI,Fts International Inc.,Stock
FTSL,Senior Loan ETF FT,Stock
FTSM,Enhanced Short Maturity ETF FT,Stock
FTV,Fortive Corp,Stock
FTW,Taiwan Alphadex Fund FT,Stock
FTXD,Nasdaq Retail ETF FT,Stock
FTXG,Nasdaq Food & Beverage ETF FT,Stock
FTXH,Nasdaq Pharmaceuticals ETF FT,Stock
FTXL,Nasdaq Semiconductor ETF FT,Stock
FTXN,Nasdaq Oil & Gas ETF FT,Stock
FTXO,Nasdaq Bank ETF FT,Stock
FTXR,Nasdaq Transportation ETF FT,Stock
FUL,H. B. Fuller Company,Stock
FULT,Fulton Financial Cor,Stock
FUN,Cedar Fair LP,Stock
FUNC,First United Corp,Stock
FUND,Sprott Focus Trust,Stock
FUSB,First US Bancshares Inc,Stock
FUV,Arcimoto Inc,Stock
FV,Dorsey Wright Focus 5 ETF FT,Stock
FVC,Dorsey Wright Dynamic Focus 5 ETF FT,Stock
FVE,Five Star Quality Care,Stock
FWONA,Liberty Media F1 Series A,Stock
FWONK,Liberty Media F1 Series K,Stock
FWP,Forward Pharma Ads,Stock
FWRD,Foward Air Corp,Stock
FYC,Smallcap Growth Alphadex Fund FT,Stock
FYT,Smallcap Value Alphadex Fund FT,Stock
FYX,Smallcap Core Alphadex Fund FT,Stock
G,Genpact Ltd,Stock
GAB,Gabelli Equity Trust,Stock
GABC,German Amer Bncp Inc,Stock
GAB-D,Gabelli Eq TR Pfd D,Stock
GAB-G,The Gabelli Equity Trust Inc,Stock
GAB-H,The Gabelli Eqty Trust Inc,Stock
GAB-J,Gabelli Equity Trust Inc,Stock
GAIA,Gaiam Inc,Stock
GAIN,Gladstone Investment,Stock
GAINM,Gladstone Investment Corp,Stock
GAINN,Gladstone Inv 6.5 C,Stock
GAINO,Gladstone Invt Corp,Stock
GALT,Galectin Therapeutic,Stock
GAM,General American Investors,Stock
GAM-B,Genl Amer Invs Pfd,Stock
GARS,Garrison Capital Inc,Stock
GASS,Stealthgas Inc,Stock
GATX,GATX Corp,Stock
GBAB,Guggenheim Build America Bonds,Stock
GBCI,Glacier Bancorp Inc,Stock
GBDC,Golub Capital Bdc I,Stock
GBL,Gamco Investors,Stock
GBLI,Global Indemnity Plc,Stock
GBLIL,Global Indemnity Limited 7.875% Subordinated Not,Stock
GBLIZ,Global Indmnty 7.75,Stock
GBNK,Guaranty Bancorp,Stock
GBT,Global Blood Ther,Stock
GBX,Greenbrier Companies,Stock
GCAP,Gain Capital Holdings,Stock
GCBC,Greene County Bncp,Stock
GCH,Greater China Fund,Stock
GCI,Gannett Co. Inc,Stock
GCO,Genesco Inc,Stock
GCP,Gcp Applied Technologies Inc C,Stock
GCV,Gabelli Convertible and Income Securities,Stock
GCV-B,Gabelli 6.00% Pfd B,Stock
GCVRZ,Sanofi Cvr,Stock
GD,General Dynamics Corp,Stock
GDDY,Godaddy Inc,Stock
GDEN,Golden Entmt,Stock
GDI,Gardner Denver Holdings Inc,Stock
GDL,The Gdl Fund,Stock
GDL-B,The Gdl Fund Series B Cumulativ,Stock
GDO,Western Asset Global Corporate Defined,Stock
GDOT,Green Dot Corp,Stock
GDS,Gds Holdings Ltd,Stock
GDV,Gabelli Dividend,Stock
GDV-A,Gabelli Dv,Stock
GDV-D,Gabelli Pref D,Stock
GDV-G,Gabelli Dividend & Income Trust,Stock
GE,General Electric Company,Stock
GEB,General Electric Capital Corpo,Stock
GEC,Great Elm Capital Group Inc,Stock
GECC,Great Elm Capital Corp,Stock
GECCL,Great Elm Capital Corp 6.50% Notes Due 2022,Stock
GECCM,Great Elm Capital Corp. 6.75% Notes Due 2025,Stock
GEF,Greif Bros. Corp,Stock
GEF.B,Greif Bros. Corp,Stock
GEH,General Electric Capital Corpo,Stock
GEK,General Electric Capital Corpo,Stock
GEL,Genesis Energy LP,Stock
GEMP,Gemphire Therapeutics Inc,Stock
GEN,Genesis Healthcare Inc,Stock
GENC,Gencor Industries In,Stock
GENE,Genetic Tech Spn Ads,Stock
GENY,Principal Millennials Index ETF,Stock
GEO,Geo Group Inc,Stock
GEOS,Geospace Technologie,Stock
GER,Goldman Sachs MLP Energy Renai,Stock
GERN,Geron Corp,Stock
GES,Guess Inc,Stock
GEVO,Gevo Inc,Stock
GF,New Germany Fund,Stock
GFA,Gafisa S.A.,Stock
GFED,Guaranty Fedl Bcshs,Stock
GFF,Griffon Corp,Stock
GFI,Gold Fields Ltd,Stock
GFN,General Finance Corp,Stock
GFNCP,General Fn Cum Pfd C,Stock
GFNSL,Genrl Fin Sr Nt 2021,Stock
GFY,Western Asset Variable Rate Strategic,Stock
GG,Goldcorp Inc,Stock
GGAL,Grupo Fin Galicia,Stock
GGB,Gerdau S.A.,Stock
GGG,Graco Inc,Stock
GGM,Guggenheim Credit Allocation F,Stock
GGP,Ggp Inc,Stock
GGP-A,Ggp Inc Prf A,Stock
GGT,Gabelli Global Multi-Media Trust,Stock
GGT-B,Gabelli Global Multi-Media Trus,Stock
GGT-E,Gabelli Multimedia Trust Inc Pfd Ser E,Stock
GGZ,Gabelli Global Small and Mid CA,Stock
GGZ-A,Gabelli Global Small and Mid CA,Stock
GHC,Graham Holdings Company,Stock
GHDX,Genomic Health Inc,Stock
GHL,Greenhill & Co. Inc,Stock
GHM,Graham Corp,Stock
GHY,Prudential Global Short Durati,Stock
GIB,CGI Group,Stock
GIFI,Gulf Island Fab,Stock
GIG,Gigcapital Inc. Common Stock,Stock
GIG.P,Gig Capital Rt Rights,Stock
GIG.U,Gigcapital Inc Unit,Stock
GIG.W,Gig Capital WT Warrant,Stock
GIGM,Gigamedia Ltd,Stock
GIII,G-III Apparel Gp I,Stock
GIL,Gildan Activewear,Stock
GILD,Gilead Sciences Inc,Stock
GILT,Gilat Satellite Ntwk,Stock
GIM,Templeton Global,Stock
GIS,General Mills,Stock
GJH,Strats Sm Trust For United States Cellular Corp,Stock
GJO,Strats Sm Trust For Wal-Mart Stores Inc Securiti,Stock
GJP,Strats Sm Trust For Dominion Resources Inc Secur,Stock
GJR,Strats Sm Trust For The Procter & Gamble Co Secu,Stock
GJS,Strats Sm Trust For Goldman Sachs Group Securiti,Stock
GJT,Strats Sm Trust For Allstate Corp Securities Ser,Stock
GJV,Strats Sm Trust For News Corp Securities Series,Stock
GKOS,Glaukos Corp,Stock
GLAD,Gladstone Cap Corp,Stock
GLADN,Gladstone Capital Corp Term Pfd. Ser 2024,Stock
GLBS,Globus Maritime Limi,Stock
GLBZ,Glen Burnie Bancorp,Stock
GLDD,Great Lakes Drg Dock,Stock
GLDI,CS X-Links Gold Share,Stock
GLIBA,Gci Liberty Inc. Cl A,Stock
GLIBP,Gci Liberty Inc. Ser A Pfd,Stock
GLMD,Galmed Pharmaceutica,Stock
GLNG,Golar Lng Ltd,Stock
GLO-A,Gaslog Partners LP 8.625% Series A,Stock
GLOB,Globant S.A.,Stock
GLO-B,Gaslog Partners LP Perp Pref Unit Ser B Fixed/Fl,Stock
GLOG,Gaslog Ltd,Stock
GLO-G,Gaslog Partners LP 8.75% Series A,Stock
GLOP,Gaslog Partners LP,Stock
GLP,Global Partners LP,Stock
GLPG,Galapagos Nv,Stock
GLPI,Gaming & Leisure,Stock
GLRE,Greenlight Cap. Re.,Stock
GLT,Glatfelter,Stock
GLUU,Glu Mobile Inc,Stock
GLW,Corning Inc,Stock
GLYC,Glycomimetics Inc,Stock
GM,General Motors Company,Stock
GM.B,General Mtrs,Stock
GME,Gamestop Corp,Stock
GMED,Globus Medical Inc,Stock
GMLP,Golar Lng Partners,Stock
GMLPP,Golar Lng Partners LP,Stock
GMR-A,Global Med REIT Inc Pfd.,Stock
GMRE,Global Medical REIT Inc,Stock
GMS,Gms,Stock
GMTA,GATX Corporation 5.625% Senior,Stock
GMZ,Goldman Sachs MLP Income Oppor,Stock
GNBC,Green Bancorp,Stock
GNC,GNC Holdings Inc,Stock
GNCA,Genocea Biosciences,Stock
GNCMA,Gci Liberty Inc.,Stock
GNE,Genie Energy Ltd Class B,Stock
GNE-A,Genie Energy Ltd Series,Stock
GNK,Genco Shipping & Trading Ltd,Stock
GNL,Global Net Lease Inc,Stock
GNL-A,Global Net Lease Inc 7.25% Pfd Ser A,Stock
GNMA,Ishares GNMA Bond ETF,Stock
GNMK,Genmark Diagnostics,Stock
GNMX,Aevi Genomic Medicine,Stock
GNRC,Generac Holdings Inc,Stock
GNRT,Gener8 Maritime Inc,Stock
GNRX,Generic Drugs Vaneck ETF,Stock
GNT,Gabelli Natural Resources Gold,Stock
GNT-A,Gamco Natural Resources Gold & Income Trust,Stock
GNTX,Gentex Corp,Stock
GNTY,Guaranty Bancshares Inc,Stock
GNUS,Genius Brands International Inc,Stock
GNW,Genworth Financial Inc,Stock
GOF,Claymore/Guggenheim Strategic Fund,Stock
GOGL,Golden Ocean Gp,Stock
GOGO,Gogo Inc,Stock
GOL,Gol Linhas Aereas Inteligentes S.A.,Stock
GOLD,Randgold Res Ltd,Stock
GOLF,Acushnet Holdings Corp,Stock
GOOD,Gladstone Comml,Stock
GOODM,Gladstone Commercial Corporatio,Stock
GOODO,Gladstone Commercial,Stock
GOODP,Gladstone Commercial Corp,Stock
GOOG,Alphabet Class C,Stock
GOOGL,Alphabet Class A,Stock
GOOS,Canada Goose Holdings Inc Subordinate Voting Sh,Stock
GOV,Government Properties Income Trust,Stock
GOVNI,Government Properties Income TR,Stock
GPAQ,Gordon Pointe Acquisition Corp. Class A,Stock
GPAQU,Gordon Pointe Acquisition Corp. Unit,Stock
GPAQW,Gordon Pointe Acquisition Corp. Warrant,Stock
GPC,Genuine Parts Company,Stock
GPI,Group 1 Automotive,Stock
GPIC,Gaming Partners Intl,Stock
GPJA,Georgia Power Company Series 2017A 5.00% Jr,Stock
GPK,Graphic Packaging Holding Company,Stock
GPM,Guggenheim Enhanced Equity,Stock
GPMT,Granite Point Mortgage Trust Inc,Stock
GPN,Global Payments Inc,Stock
GPOR,Gulfport Energy Corp,Stock
GPP,Green Plains Partners LP,Stock
GPRE,Green Plains Inc,Stock
GPRK,Geopark Hldgs Lmtd,Stock
GPRO,Gopro Inc Cl A,Stock
GPS,Gap Inc,Stock
GPT,Gramercy Property Trust,Stock
GPT-A,Gramercy Property Trust,Stock
GPX,Gp Strategies Corp,Stock
GRA,W.R. Grace & Company,Stock
GRAM,Graa Y Montero S.A.A,Stock
GRBIC,Gabelli Nextshares Trust Gabelli Rbi Nextshares,Stock
GRBK,Green Brick Partners,Stock
GRC,Gorman-Rupp Company,Stock
GRFS,Grifols S.A.,Stock
GRID,Nasdaq Clean Edge Smart Grid Infr Index Fund FT,Stock
GRIF,Griffin Industrial,Stock
GRMN,Garmin Ltd,Stock
GROW,U S Global Inv Inc,Stock
GRP.U,Granite Real Estate Investment,Stock
GRPN,Groupon Cl A,Stock
GRR,Asia Tigers Fund,Stock
GRUB,Grubhub Inc,Stock
GRVY,Gravity Co. Ltd,Stock
GRX,The Gabelli Healthcare & Wellness Trust,Stock
GRX-A,The Gabelli Healthcare & Welln,Stock
GRX-B,The Gabelli Healthcare & Welln,Stock
GS,Goldman Sachs Group,Stock
GS-A,Goldman Sachs Pfd Series A,Stock
GS-B,Goldman Sachs Pfd Series B,Stock
GSBC,Great Southern Bncp,Stock
GSBD,Goldman Sachs Bdc Inc,Stock
GS-C,Goldman Sachs Pfd Series C,Stock
GS-D,Goldman Sachs Pfd Series D,Stock
GSH,Guangshen Railway Company,Stock
GSHT,Gores Holdings II Inc Class A,Stock
GSHTU,Gores Holdings II Inc Units,Stock
GSHTW,Gores Holdings II Inc Warrants,Stock
GSIT,Gsi Technology Inc,Stock
GS-J,Goldman Sachs Pfd Series J,Stock
GSK,Glaxosmithkline Plc,Stock
GS-K,Goldman Sachs Pfd Series K,Stock
GSL,Global Ship Lease Inc,Stock
GSL-B,Global Ship Lease Inc,Stock
GSM,Ferroglobe Plc Os,Stock
GS-N,Goldman Sachs Pfd Series N,Stock
GSUM,Gridsum Holding Inc,Stock
GSVC,Gsv Capital Cp,Stock
GT,Goodyear Tire Rubber,Stock
GTES,Gates Industrial Corporation Plc Ordinary Shares,Stock
GTHX,G1 Therapeutics Inc,Stock
GTIM,Good Times Rest,Stock
GTLS,Chart Industries In,Stock
GTN,Gray Television,Stock
GTN.A,Gray Television,Stock
GTS,Triple-S Management Corp,Stock
GTT,Global Telcom & Technology Inc,Stock
GTXI,GTX Inc,Stock
GTY,Getty Realty Corp,Stock
GTYH,Gty Technology Holdings Inc,Stock
GTYHU,Gty Technology Holdings Inc,Stock
GTYHW,Gty Technology Holdings Inc Warrants,Stock
GULF,Wisdomtree Middle East Dividend Fund,Stock
GURE,Gulf Resources Inc,Stock
GUT,Gabelli Utility Trust,Stock
GUT-A,Gabelli Util Pfd A,Stock
GUT-C,Gabelli Utility Trust,Stock
GVA,Granite Construction Inc,Stock
GWB,Great Western Bancorp Inc,Stock
GWGH,Gwg Holdings,Stock
GWPH,Gw Pharma ADR,Stock
GWR,Genesee & Wyoming,Stock
GWRE,Guidewire Software Inc,Stock
GWRS,Global Water Reso,Stock
GWW,W.W. Grainger,Stock
GXP,Great Plains Energy Inc,Stock
GYB,Cabco Series 2004-101 Trust,Stock
GYC,Corporate Asset Backed Corp Cabco,Stock
GYRO,Gyrodyne Llc,Stock
GZT,Gazit-Globe Ltd,Stock
H,Hyatt Hotels Corp,Stock
HA,Hawaiian Hldgs Inc,Stock
HABT,Habit Rest Cmn A,Stock
HAE,Haemonetics Corp,Stock
HAFC,Hanmi Financial Cp,Stock
HAIN,Hain Celestial Grp,Stock
HAIR,Restoration Robotics Inc,Stock
HAL,Halliburton Company,Stock
HALL,Hallmark Fin Svc,Stock
HALO,Halozyme Therapeutic,Stock
HAS,Hasbro Inc,Stock
HASI,Hannon Armstrong Sustainable In,Stock
HAWK,Blackhawk Network Ho,Stock
HAYN,Haynes Intl Inc,Stock
HBAN,Huntington Bcshs,Stock
HBANN,Huntington Bancshares Incorporated Depositary Sh,Stock
HBANO,Huntington Banc. Dep,Stock
HBB,Horizons CA Select Universe Bond ETF,Stock
HBCP,Home Bancorp Inc,Stock
HBHC,Hancock Holding Co,Stock
HBHCL,Hancock Hld 5.95 Nt,Stock
HBI,Hanesbrands Inc,Stock
HBIO,Harvard Bioscience,Stock
HBK,Hamilton Bancorp,Stock
HBM,Hudbay Minerals Inc,Stock
HBM.W,Hudbay Minerals Inc,Stock
HBMD,Howard Bancorp MD,Stock
HBNC,Horizon Bancorp,Stock
HBP,Huttig Bldg Products,Stock
HCA,Hca Holdings Inc,Stock
HCAP,Harvest Capital Cred,Stock
HCAPZ,Harvest Capital Credit Corporation 6.125% Notes,Stock
HCC,Warrior Met Coal Inc,Stock
HCCI,Heritage-Crystal,Stock
HCHC,Hc2 Holdings Inc,Stock
HCI,Homeowners Choice,Stock
HCKT,Hackett Grp Inc,Stock
HCLP,Hi-Crush Partners LP,Stock
HCM,Hutchison China Ads,Stock
HCN,Welltower Inc,Stock
HCN-I,Health Care REIT Inc,Stock
HCOM,Hawaiian Telcom Hold,Stock
HCP,HCP Inc,Stock
HCSG,Healthcare Svcs Gp,Stock
HD,Home Depot,Stock
HDB,Hdfc Bank Ltd,Stock
HDNG,Hardinge Inc,Stock
HDP,Hortonworks,Stock
HDS,HD Supply Hlds Cmm,Stock
HDSN,Hudson Tech Inc,Stock
HE,Hawaiian Electric Industries,Stock
HEAR,Turtle Beach Corp,Stock
HEBT,Hebron Technology Co. Ltd,Stock
HEES,H&E Equip Services,Stock
HEI,Heico Corp,Stock
HEI.A,Heico Cp Cl A,Stock
HELE,Helen of Troy Ltd,Stock
HEP,Holly Energy Partners LP,Stock
HEQ,John Hancock Hedged Eqty & Inc,Stock
HES,Hess Corp,Stock
HES-A,Hess Corp,Stock
HESM,Hess Midstream Partners LP,Stock
HE-U,Heco Cap III 6.50,Stock
HEWG,MSCI Germany Ishares Currency Hedged,Stock
HF,HFF Inc,Stock
HFBC,Hopfed Bancorp Inc,Stock
HFBL,Home Federal,Stock
HFC,Hollyfrontier Corp,Stock
HFRO,Highland Floating Rate Opportunities Fund,Stock
HFWA,Heritage Financial,Stock
HGH,The Hartford Financial Srvcs G,Stock
HGSH,China Hgs Real Est,Stock
HGT,Hugoton Royalty Trust,Stock
HGV,Hilton Grand Vacations Inc,Stock
HHC,Howard Hughes Corp,Stock
HHS,Harte-Hanks,Stock
HI,Hillenbrand Inc,Stock
HIBB,Hibbett Sports Inc,Stock
HIE,Miller/Howard High Income Eqty,Stock
HIFR,Infrareit Inc,Stock
HIFS,Hingham Inst For Svg,Stock
HIG,Hartford Financial Services Group,Stock
HIG.W,Hartford Financial Services Group,Stock
HIHO,Highway Hldgs Ltd,Stock
HII,Huntington Ingalls Industries,Stock
HIIQ,Health Insurance Inn,Stock
HIL,Hill International,Stock
HIMX,Himax Technologies,Stock
HIO,Western Asset High,Stock
HIVE,Aerohive Networks Inc,Stock
HIW,Highwoods Properties,Stock
HIX,Western Asset High Income Fund II Inc,Stock
HJV,MS S.A.C. Saturns Ge Series 2002-14,Stock
HK,Halcon Resources,Stock
HK.W,Halcon Resources Corp Warrant,Stock
HL,Hecla Mining Company,Stock
HL-B,Hecla Mining Pfd B,Stock
HLF,Herbalife Ltd,Stock
HLG,Hailiang Edu Grp Ads,Stock
HLI,Houlihan Lokey,Stock
HLIT,Harmonic Inc,Stock
HLNE,Hamilton Lane Incorporated Class A,Stock
HLT,Hilton Inc,Stock
HLX,Helix Energy Solutions Group,Stock
HMC,Honda Motor Company,Stock
HMHC,Houghton Mifflin Har,Stock
HMI,Huami Corporation ADR,Stock
HML-A,Hoegh Lng Partners LP Cum Red Pfd Ser A,Stock
HMLP,Hoegh Lng Partners LP,Stock
HMN,Horace Mann Educators Corp,Stock
HMNF,Hmn Financial Inc,Stock
HMNY,Helios and Matsn Ana,Stock
HMST,Homestreet Inc,Stock
HMSY,Hms Hldgs Cp,Stock
HMTA,Hometown Bankshares,Stock
HMTV,Hemisphere Media A,Stock
HMY,Harmony Gold Mining Co. Ltd,Stock
HNDL,Strategy Shares Nasdaq 7Handl Index ETF,Stock
HNI,Hon Industries Inc,Stock
HNNA,Hennessy Advisors,Stock
HNP,Huaneng Power Intl,Stock
HNRG,Hallador Energy Co,Stock
HOFT,Hooker Furniture,Stock
HOG,Harley-Davidson Inc,Stock
HOLI,Hollysys Automation,Stock
HOLX,Hologic Inc,Stock
HOMB,Home Bancshares Inc,Stock
HOME,At Home Group Inc,Stock
HON,Honeywell International Inc,Stock
HONE,Harborone Bancorp Inc,Stock
HOPE,Hope Bancorp Inc,Stock
HOS,Hornbeck Offshore Services,Stock
HOV,Hovnanian Enterprises Inc,Stock
HOVNP,Hovnanian Entr Dep A,Stock
HP,Helmerich & Payne,Stock
HPE,Hewlett Packard Enterprise Comp,Stock
HPF,John Hancock Pfd II,Stock
HPI,John Hancock Preferred,Stock
HPJ,Highpower Intl Inc,Stock
HPP,Hudson Pacific Properties,Stock
HPQ,Hewlett-Packard Company,Stock
HPR,Highpoint Resources Corp.,Stock
HPS,John Hancock Preferred Income Fund III,Stock
HPT,Hospitality Properites Trust,Stock
HQCL,Hanwha Q Cells Ads,Stock
HQH,Tekla Healthcare Investors,Stock
HQL,Tekla Life Sciences Investors,Stock
HQY,Healthequity,Stock
HR,Healthcare Realty Trust Inc,Stock
HRB,H&R Block,Stock
HRC,Hill-Rom Holdings Inc,Stock
HRG,Hrg Group Inc,Stock
HRI,Herc Holdings Inc,Stock
HRL,Hormel Foods Corp,Stock
HRS,Harris Corp,Stock
HRTG,Heritage Insurance Holdings,Stock
HRTX,Heron Therapeutics,Stock
HRZN,Horizon Technology F,Stock
HSB-A,HSBC Holdings Plc,Stock
HSBC,HSBC Holdings Plc,Stock
HSC,Harsco Corp,Stock
HSEA,HSBC Holdings Plc Perpetual S,Stock
HSEB,HSBC Holdings Plc Perp Sub Cap,Stock
HSGX,Histogenics Cp,Stock
HSIC,Henry Schein Inc,Stock
HSII,Heidrick & Struggl,Stock
HSKA,Heska Corp,Stock
HSON,Hudson Global,Stock
HST,Host Marriott Financial Trust,Stock
HSTM,Healthstream Inc,Stock
HSY,Hershey Foods Corp,Stock
HT,Hersha Hospitality Trust,Stock
HTA,Healthcare Trust of America I,Stock
HTBI,Hometrust Bancshares,Stock
HTBK,Heritage Commerce,Stock
HTBX,Heat Biologics Inc,Stock
HT-C,Hersha Hospitality Trust,Stock
HTD,John Hancock Tax Advantaged Dividend,Stock
HT-D,Hersha Hospitality Trust 6.50%,Stock
HT-E,Hersha Hospitality Trust,Stock
HTFA,Horizon Technology Finance 6.25% Notes Due 2022,Stock
HTGC,Hercules Technology Growth Capital,Stock
HTGM,Htg Molecular Dia,Stock
HTGX,Hercules Technology Growth Cap,Stock
HTH,Hilltop Holdings Inc,Stock
HTHT,China Lodg Grp Ads,Stock
HTLD,Heartland Express,Stock
HTLF,Heartland Finl USA,Stock
HTY,John Hancock Tax-Advantaged Global,Stock
HTZ,Hertz Global Holdings Inc,Stock
HUBB,Hubbell Inc B,Stock
HUBG,Hub Group Inc A,Stock
HUBS,Hubspot Inc,Stock
HUD,Hudson Ltd. Class A Common Shares,Stock
HUM,Humana Inc,Stock
HUN,Huntsman Corp,Stock
HUNT,Hunter Maritime Acquisition Corp Class A,Stock
HUNTU,Hunter Maritime Acquisition Corp,Stock
HUNTW,Hunter Maritime Acquisition Corp Warrant,Stock
HURC,Hurco Cos Inc,Stock
HURN,Huron Consulting,Stock
HVBC,Hv Bancorp Inc,Stock
HVT,Haverty Furniture Companies,Stock
HVT.A,Haverty Furn Cl A SC,Stock
HWBK,Hawthorn Bancshares,Stock
HWCC,Houston Wire Cable,Stock
HWKN,Hawkins Inc,Stock
HX,Hexindai Inc,Stock
HXL,Hexcel Corp,Stock
HY,Hyster-Yale Materials Handling,Stock
HYAC,Haymaker Acquisition Corp Class A,Stock
HYACU,Haymaker Acquisition Corp Unit,Stock
HYACW,Haymaker Acquisition Corp Warrant,Stock
HYB,New America High,Stock
HYGS,Hydrogenics Corp,Stock
HYH,Halyard Health Inc,Stock
HYI,Western Asset High Yield Defined,Stock
HYLS,Tactical High Yield ETF FT,Stock
HYND,Wisdomtree Neg Duration Hi Yld Bond Fund,Stock
HYT,Blackrock High Yield Fund Vi Inc,Stock
HYXE,Ishares Iboxx $ High Yield Ex O,Stock
HYZD,Wisdomtree Int Rate Hi Yld Bond Hedged Fund,Stock
HZN,Horizon Global Corporation Comm,Stock
HZNP,Horizon Pharma Ord,Stock
HZO,Marinemax Inc,Stock
I,Intelsat S.A.,Stock
IAC,Iac/Interactive,Stock
IAE,VOYA Asia Pacific High Dividend Equity,Stock
IAG,Iamgold Corp,Stock
IAM,I-Am Capital Acquisition Company,Stock
IAMXR,I-Am Capital Acquisition Right,Stock
IAMXW,I-Am Capital Acquisition Warrant,Stock
IART,Integra Lifesciences,Stock
IBA,Industrias Bachoco S.A. De C.V.,Stock
IBB,Nasdaq Biotech ETF Ishares,Stock
IBCP,Independent Bk Cp,Stock
IBKC,Iberiabank Corp,Stock
IBKCO,Iberiabank Ds Rep C,Stock
IBKCP,Iberiabank Dp Sh B,Stock
IBKR,Interactive Brokers,Stock
IBM,International Business Machines,Stock
IBN,Icici Bank Ltd,Stock
IBOC,Intl Bancshares,Stock
IBP,Installed Building Products I,Stock
IBTX,Independent Bank Grp,Stock
IBUY,Amplify Onln Rtl ETF,Stock
ICAD,Icad Inc,Stock
ICB,MS Income Securities,Stock
ICBK,County Bancorp,Stock
ICCC,Immucell Cp,Stock
ICCH,Icc Holdings Inc,Stock
ICD,Independence Contract Drilling Inc,Stock
ICE,Intercontinental Exchange,Stock
ICFI,Icf International,Stock
ICHR,Ichor,Stock
ICL,Israel Chemicals Ltd,Stock
ICLK,Iclick Interactive Asia Group Limited American D,Stock
ICLN,Ishares Global Clean Energy ETF,Stock
ICLR,Icon Plc,Stock
